dealer,code,BuySell
統一-宜蘭,1525,-25
第一金-台中,1525,11
元大-上新莊,1525,-14
凱基-台北,1525,11
兆豐-小港,1525,-12
亞東-新竹,1525,10
群益金鼎-嘉義,1525,-5
口袋證券,1525,8
土銀-高雄,1525,-4
國票-南科,1525,5
元大-永春,1525,-4
台中銀,1525,3
永豐金-桃園,1525,-4
富邦-敦南,1525,3
美商高盛,1525,-3
中國信託-高雄,1525,2
富邦-台北,1525,-3
光和-溪湖,1525,2
富邦-新店,1525,-3
群益金鼎-潭子,1525,2
永豐金-新莊,1525,-3
富邦-建國,1525,2
元富-吉利,1525,-2
元大-竹科,1525,2
國票-和平,1525,-2
元大-文心興安,1525,2
新光,1525,-2
元富-城東,1525,1
富邦-豐原,1525,-2
統一-士林,1526,61
第一金-台南,1526,-118
摩根大通,1526,49
台新-台南,1526,-48
新加坡商瑞銀,1526,32
美好-台中,1526,-35
新光,1526,17
富邦-北高雄,1526,-35
統一-台南,1526,15
元大-大灣,1526,-33
元大-桃園,1526,12
元大-新生,1526,-30
美商高盛,1526,11
永豐金-板新,1526,-20
永豐金-台中,1526,11
凱基-嘉義,1526,-11
陽信-高雄,1526,10
台新-台中,1526,-10
元大-林園,1526,10
凱基-東港,1526,-10
元大-歸仁,1526,9
美好-蘆洲,1526,-6
元大-龍潭,1526,9
統一-仁愛,1526,-6
光和,1526,8
凱基-台北,1526,-4
華南永昌-朴子,1526,6
台灣摩根士丹利,1526,-4
元大-新營,1526,6
元富-松德,1526,-4
凱基,1527,70
摩根大通,1527,-35
元富-大裕,1527,20
元大-台中,1527,-31
元大-文心興安,1527,20
新加坡商瑞銀,1527,-17
富邦-陽明,1527,18
美林,1527,-14
元富-屏東,1527,10
凱基-台北,1527,-11
康和,1527,10
美商高盛,1527,-9
元大-鳳山,1527,5
華南永昌-長虹,1527,-9
元富-潮州,1527,4
台灣摩根士丹利,1527,-8
富邦-園區,1527,4
兆豐-來福,1527,-7
新光-台中,1527,3
新光,1527,-7
群益金鼎-東大,1527,3
兆豐-松德,1527,-5
富邦-雙和,1527,3
國票-中正,1527,-5
富邦-北港,1527,3
凱基-桃園,1527,-5
元大-四維,1527,3
富邦-宜蘭,1527,-5
元大-大安,1527,3
元大-北屯,1527,-5
富邦-員林,1528,156
永豐金證券,1528,-72
凱基-台北,1528,102
元富-新店,1528,-64
新加坡商瑞銀,1528,79
華南永昌-公誠,1528,-64
摩根大通,1528,75
富邦-基隆,1528,-60
元大-西門,1528,50
富邦-新板,1528,-50
富邦-北宜蘭,1528,40
元富-高雄,1528,-41
富邦-板橋中山,1528,38
富邦-三重,1528,-40
凱基-城中,1528,30
元富-屏東,1528,-33
台灣摩根士丹利,1528,24
兆豐-埔墘,1528,-31
國泰-桃園,1528,20
元富-大裕,1528,-30
美林,1528,17
元大-中壢,1528,-22
富邦-板橋,1528,17
新光,1528,-22
新光-新竹,1528,12
合庫-台中,1528,-18
永全-南崁,1528,11
富邦-新竹,1528,-12
美商高盛,1528,10
元大-台中,1528,-12
台灣摩根士丹利,1529,2281
統一,1529,-3837
摩根大通,1529,1594
富邦-南屯,1529,-1535
美商高盛,1529,1012
富邦-文化,1529,-1003
凱基-台北,1529,407
元大-林森,1529,-291
美林,1529,319
元富-松德,1529,-280
新加坡商瑞銀,1529,302
元大-楊梅,1529,-224
凱基-彰化,1529,132
元大-大同,1529,-217
台新證券,1529,126
富邦-建國,1529,-189
致和-東門,1529,108
元富-安南,1529,-172
中國信託-忠孝,1529,100
富邦-嘉義,1529,-167
元大-桃園,1529,88
臺銀-高雄,1529,-161
兆豐-台中港,1529,85
元大-桃興,1529,-108
富邦-豐原,1529,81
元富-信義,1529,-107
元富-同大,1529,79
玉山-新竹,1529,-87
元大-新店中正,1529,79
第一金-台南,1529,-79
華南永昌-公誠,1530,19
第一金-大稻埕,1530,-25
元大-四維,1530,12
新光,1530,-11
元大-佳里,1530,5
玉山-城中,1530,-10
富邦-新營,1530,4
元大-桃興,1530,-4
元大-土城永寧,1530,4
元大-屏東,1530,-3
臺銀,1530,3
元富-草屯,1530,-2
群益金鼎-竹南,1530,3
光和-溪湖,1530,-2
富邦-宜蘭,1530,3
兆豐-岡山,1530,-2
臺銀-臺中,1530,2
凱基-中壢,1530,-2
群益金鼎-大甲,1530,2
富邦-中和,1530,-2
元大-斗信,1530,2
元大-敦南,1530,-2
國泰-敦南,1530,1
永豐金-桃盛,1530,-2
國票-九鼎,1530,1
大昌-新店,1530,-1
美好-台南,1530,1
中國信託-中壢,1530,-1
新加坡商瑞銀,1530,1
凱基-台北,1530,-1
玉山-雙和,1531,30
群益金鼎-桃園,1531,-24
台中銀-豐原,1531,16
永豐金-古亭,1531,-13
凱基-埔墘,1531,10
第一金-台南,1531,-10
土銀-白河,1531,6
玉山-景美,1531,-6
新光-桃園,1531,4
陽信-石牌,1531,-5
凱基-台北,1531,4
國泰證券,1531,-5
華南永昌,1531,2
臺銀-臺南,1531,-3
兆豐-新竹,1531,2
富邦-建國,1531,-3
新加坡商瑞銀,1531,2
大展-台南,1531,-2
花旗環球,1531,2
華南永昌-高雄,1531,-2
群益金鼎-崇德,1531,1
富邦-木柵,1531,-2
美商高盛,1531,1
富邦-高雄,1531,-2
美林,1531,1
元大-前金,1531,-2
台新-中壢,1531,1
元大-四維,1531,-2
摩根大通,1531,1
國泰-台中,1531,-2
統一,1532,40
兆豐-北高雄,1532,-110
大展,1532,30
美林,1532,-37
新光-桃園,1532,27
亞東-台中,1532,-31
摩根大通,1532,26
(牛牛牛)亞-網路,1532,-24
新光,1532,25
國泰-敦南,1532,-21
凱基-台北,1532,23
統一-南京,1532,-19
第一金-中山,1532,18
凱基-中港,1532,-19
台新證券,1532,16
台中銀,1532,-17
統一-宜蘭,1532,10
永豐金-南投,1532,-16
元大-景美,1532,10
富邦-西壢,1532,-15
元大-文心興安,1532,10
宏遠證券,1532,-13
群益金鼎-潭子,1532,9
統一-基隆,1532,-10
群益金鼎-鳳山,1532,7
康和,1532,-10
華南永昌-頭份,1532,7
國泰-忠孝,1532,-10
群益金鼎-忠孝,1532,6
臺銀-臺南,1532,-9
摩根大通,1533,45
美林,1533,-32
凱基-台北,1533,33
永豐金-鳳山,1533,-22
新加坡商瑞銀,1533,16
元大-豐原站前,1533,-20
土銀-嘉義,1533,15
高橋,1533,-18
康和-板橋,1533,13
華南永昌-朴子,1533,-10
台灣企銀-建成,1533,10
富邦-新店,1533,-10
元富-宜蘭,1533,10
元大-崇德,1533,-10
元大-高雄,1533,10
統一-城中,1533,-7
元大-鳳中,1533,9
國泰-桃園,1533,-6
元大-大益,1533,8
富邦-台中,1533,-6
元大-羅東,1533,8
元大-大里,1533,-6
元大-新竹經國,1533,8
統一-高雄,1533,-5
群益金鼎,1533,6
群益金鼎-新店,1533,-5
台中銀-員林,1533,5
凱基-內湖,1533,-5
中國信託-永康,1533,5
富邦-東門,1533,-5
美林,1535,34
元大-員林中山,1535,-40
凱基-台北,1535,27
合庫-桃園,1535,-30
永豐金-敦南,1535,21
富邦-左營,1535,-25
永豐金-信義,1535,20
群益金鼎-崇德,1535,-23
凱基-站前,1535,19
華南永昌-高雄,1535,-16
台中銀,1535,15
元富-古亭,1535,-10
新加坡商瑞銀,1535,14
國票-博愛,1535,-10
摩根大通,1535,12
群益金鼎-萬華,1535,-10
凱基-中山,1535,12
群益金鼎-台中,1535,-10
元大-古亭,1535,12
兆豐-北高雄,1535,-9
美商高盛,1535,10
臺銀,1535,-8
元富-大昌,1535,10
永豐金-新店,1535,-8
台新證券,1535,10
元大-彰化民生,1535,-6
康和-屏東,1535,10
臺銀-臺中,1535,-5
元大-歸仁,1535,10
日茂-埔里,1535,-5
新光-台中,1536,110
新加坡商瑞銀,1536,-55
統一,1536,74
高橋-龍潭,1536,-31
美林,1536,66
華南永昌-台中,1536,-27
元大證券,1536,44
元大-台中,1536,-27
凱基-台北,1536,36
元大-太平,1536,-26
摩根大通,1536,35
元大-南屯,1536,-21
凱基-中山,1536,33
富邦-員林,1536,-21
台灣摩根士丹利,1536,32
第一金-中山,1536,-21
福邦-新竹,1536,30
群益金鼎-開元,1536,-21
凱基-五股,1536,30
合庫-台中,1536,-20
富邦-大墩,1536,26
安泰-大發,1536,-20
華南永昌-虎尾,1536,25
新光-台南,1536,-17
美商高盛,1536,22
元富-大裕,1536,-16
富邦-和美,1536,20
凱基-站前,1536,-15
元富,1536,12
合庫-嘉義,1536,-14
港商野村,1537,11
富邦-永康,1537,-30
凱基-台北,1537,9
群益金鼎-高盛,1537,-7
華南永昌,1537,5
(牛牛牛)亞-鑫豐,1537,-5
華南永昌-楠梓,1537,5
土銀,1537,-4
富邦證券,1537,5
元富-三重,1537,-2
元大-景美,1537,5
合庫-高雄,1537,-2
台新-松江,1537,3
美林,1537,-2
華南永昌-台中,1537,2
台灣企銀-竹北,1537,-2
臺銀-臺中,1537,2
國票-敦北法人,1537,-2
康和-仁愛,1537,2
華南永昌-彰化,1537,-2
凱基-文心,1537,2
富邦-內湖,1537,-2
富邦-頭份,1537,2
台灣摩根士丹利,1537,-1
元大-台北,1537,2
元富-虎尾,1537,-1
國泰-台中,1537,1
兆豐-高雄,1537,-1
統一-松江,1537,1
凱基-土城,1537,-1
台中銀-台北,1538,370
美好-中壢,1538,-371
元富-林園,1538,10
富邦-桃園,1538,-10
華南永昌-朴子,1538,10
國票-安和,1538,-7
富邦-永康,1538,5
元大-東泰,1538,-5
元大-太平,1538,5
第一金-彰化,1538,-4
凱基-台北,1538,2
富邦-仁愛,1538,-4
永豐金證券,1538,1
元大-西門,1538,-3
中國信託-松江,1538,1
兆豐-桃園,1538,-2
華南永昌-麻豆,1538,1
臺銀-臺中,1538,-2
富邦-七賢,1538,1
統一-彰化,1538,-1
富邦-北桃園,1538,1
富邦-新店,1538,1
華南永昌-新莊,1538,1
元大-新竹經國,1538,0
國泰-敦南,1538,0
凱基-幸福,1539,75
元大-南海,1539,-97
統一,1539,30
凱基-台北,1539,-53
臺銀-民權,1539,20
元大-大里,1539,-34
國泰-台中,1539,18
元大-潮州,1539,-34
兆豐-新營,1539,14
港商野村,1539,-23
元大-館前,1539,13
台灣摩根士丹利,1539,-21
京城-嘉義,1539,12
元大-羅東,1539,-20
富邦-士林,1539,11
美林,1539,-19
康和-高雄,1539,10
元富-大裕,1539,-15
國泰-台南,1539,10
中國信託-永康,1539,-15
國泰-敦南,1539,10
摩根大通,1539,-13
元大-新盛,1539,10
新光-台中,1539,-12
(牛牛牛)亞-鑫豐,1539,8
元大-左營,1539,-12
群益金鼎-嘉義,1539,8
富邦-桃園,1539,-11
亞東-新竹,1539,7
國泰-館前,1539,-10
台新-台中,1540,20
永豐金證券,1540,-22
永豐金-新莊,1540,20
元大-善化,1540,-20
台新-台南,1540,12
新光-桃園,1540,-15
永豐金-潮州,1540,11
華南永昌-麻豆,1540,-12
華南永昌-忠孝,1540,10
永豐金-板新,1540,-10
美林,1540,8
台中銀-員林,1540,-10
新加坡商瑞銀,1540,8
元大-文心興安,1540,-7
統一-城中,1540,7
華南永昌-林口,1540,-6
美好-中壢,1540,5
陽信-石牌,1540,-5
宏遠-光隆,1540,5
元大-南投,1540,-5
兆豐-員林,1540,5
美商高盛,1540,-4
富邦-府城,1540,3
凱基-台北,1540,-4
富邦-南員林,1540,3
元大-高雄,1540,-4
元大-大灣,1540,3
永豐金-板盛,1540,-4
元大-東泰,1540,3
國泰-台中,1540,-3
美好-基隆,1541,2
國泰-敦南,1541,-2
群益金鼎-忠孝,1541,1
統一-台中,1541,-2
亞東-台中,1541,1
美好-中壢,1541,-1
兆豐-台中港,1541,1
玉山-新莊,1541,-1
中國信託-文心,1541,1
永豐金-中盛,1541,-1
富邦-員林,1541,1
凱基-台北,1541,0
統一-台南,1558,6
永豐金證券,1558,-30
美商高盛,1558,4
瑞士信貸,1558,-19
元富-城東,1558,3
台新-台中,1558,-14
華南永昌-南京,1558,3
富邦-板橋,1558,-5
凱基-三多,1558,3
美林,1558,-2
元大-士林,1558,3
兆豐-寶成,1558,-2
元富-文心,1558,2
群益金鼎-東湖,1558,-2
台新-左楠,1558,2
元大-永春,1558,-2
富邦-和美,1558,2
新加坡商瑞銀,1558,-1
元大-大里,1558,2
兆豐-鹿港,1558,-1
元大-金門,1558,2
摩根大通,1558,-1
元大-台南,1558,2
群益金鼎-南京,1558,-1
永豐金-台中,1558,2
凱基-台北,1558,-1
永豐金-信義,1558,2
元大-館前,1558,-1
元大-六合,1558,2
元大-鹿港,1558,-1
元大-信義,1560,100
台灣摩根士丹利,1560,-309
玉山-台南,1560,31
兆豐-桃鶯,1560,-59
凱基-市政,1560,20
華南永昌-鳳山,1560,-22
合庫-自強,1560,16
港商野村,1560,-18
新光,1560,15
第一金-中山,1560,-18
元大-敦南,1560,13
元大-大雅,1560,-17
群益金鼎,1560,11
美商高盛,1560,-16
群益金鼎-開元,1560,11
富邦-建國,1560,-11
富邦-台北,1560,11
統一-仁愛,1560,-10
元大-長庚,1560,10
玉山證券,1560,-10
國泰-敦南,1560,10
元富-永和,1560,-9
中國信託,1560,10
元富-成功,1560,-9
光和,1560,10
京城,1560,-9
德信,1560,10
永豐金證券,1560,-9
國票-和平,1560,10
元大-館前,1560,-8
摩根大通,1568,20
元大-南海,1568,-45
元大-大里,1568,20
兆豐-彰化,1568,-30
合庫-高雄,1568,18
凱基-台北,1568,-25
凱基-基隆,1568,15
致和-金華,1568,-23
港商野村,1568,10
統一-桃園,1568,-10
華南永昌-長虹,1568,10
永全-南崁,1568,-10
玉山-新竹,1568,9
凱基-興隆,1568,-10
元富-林園,1568,8
永豐金-中和,1568,-10
元富-草屯,1568,8
美林,1568,-6
日茂,1568,8
元富-新莊,1568,-5
華南永昌-頭份,1568,8
元富-文心,1568,-5
高橋,1568,6
富邦-永和,1568,-5
台灣摩根士丹利,1568,5
富邦-彰化,1568,-5
福勝,1568,5
富邦-嘉義,1568,-5
聯邦-雙和,1568,5
元大-台北,1568,-5
元大-頭份,1582,14
瑞士信貸,1582,-20
康和-台北,1582,11
臺銀-臺中,1582,-14
美好-台中,1582,10
臺銀-金山,1582,-8
台新-新莊,1582,10
富邦-信義,1582,-8
富邦-中壢,1582,10
永豐金-嘉義,1582,-7
第一金-自由,1582,5
國泰-敦南,1582,-6
元大-斗六,1582,5
富邦-板橋,1582,-6
元大-板橋,1582,5
玉山-嘉義,1582,-6
兆豐-南京,1582,5
元大-士林,1582,-5
玉山證券,1582,4
群益金鼎-開元,1582,-4
永豐金-苓雅,1582,4
美林,1582,-4
富邦-南京,1582,3
凱基-台北,1582,-4
花旗環球,1582,2
永豐金-新莊,1582,-4
第一金-桃園,1582,2
美商高盛,1582,-3
元富-大裕,1582,2
國泰-新莊,1582,-3
富邦-高雄,1583,3
凱基-林口,1583,-2
凱基-文心,1583,1
國泰-敦南,1583,-2
富邦-羅東,1583,1
元大-彰化,1583,-2
台新-松江,1583,1
凱基-台北,1583,-1
美商高盛,1583,1
玉山-板橋,1583,-1
元大-樹林,1583,1
玉山-高雄,1583,-1
永豐金證券,1583,1
永豐金-鳳山,1583,-1
永豐金-台中,1583,1
玉山證券,1583,0
元大-三重,1583,0
元大-屏東民生,1583,0
元大-大里,1583,0
新光,1583,0
臺銀-新竹,1583,0
華南永昌-南京,1583,0
富邦-新板,1587,29
玉山-南京東路,1587,-40
永全-南崁,1587,20
統一-土城,1587,-35
康和-嘉義,1587,20
元大-大同,1587,-30
凱基-三峽,1587,9
國泰-敦南,1587,-15
光和-和美,1587,8
兆豐證券,1587,-10
新加坡商瑞銀,1587,8
元大-土城,1587,-4
元大-三重,1587,7
合庫-桃園,1587,-2
統一-新竹,1587,5
凱基-台東,1587,-2
富邦-樹林,1587,5
凱基-松山,1587,-2
元富-林園,1587,4
富邦-台中,1587,-2
元大-路竹,1587,3
元大-北屯,1587,-2
國泰-館前,1587,2
永豐金-台南,1587,-2
聯邦-忠孝,1587,2
第一金,1587,-1
玉山-台南,1587,2
美林,1587,-1
富邦-建國,1587,2
新光-高雄,1587,-1
統一-仁愛,1589,581
富邦-中壢,1589,-452
永豐金證券,1589,356
凱基-城中,1589,-411
統一,1589,276
凱基-台北,1589,-390
元大-城東,1589,181
美林,1589,-258
富邦-建國,1589,144
富邦-台北,1589,-218
新加坡商瑞銀,1589,131
統一-平鎮,1589,-208
元大-敦化,1589,130
美商高盛,1589,-193
統一-三重,1589,121
康和,1589,-163
台灣摩根士丹利,1589,120
元大-中壢,1589,-139
港商野村,1589,116
富邦-中港,1589,-119
宏遠-高雄,1589,111
第一金-中壢,1589,-113
國票-南京,1589,110
群益金鼎-大安,1589,-83
兆豐證券,1589,108
華南永昌,1589,-82
宏遠證券,1589,103
兆豐-中壢,1589,-69
摩根大通,1589,101
永全-南崁,1589,-63
港商麥格理,1590,44
台灣摩根士丹利,1590,-74
元大證券,1590,33
美林,1590,-69
香港上海匯豐,1590,32
港商野村,1590,-60
元富,1590,25
凱基-台北,1590,-21
美商高盛,1590,23
凱基-彰化,1590,-10
新加坡商瑞銀,1590,23
永豐金-桃盛,1590,-10
摩根大通,1590,21
國泰證券,1590,-9
宏遠證券,1590,10
統一,1590,-5
花旗環球,1590,10
華南永昌,1590,-5
元大-南崁,1590,10
美好-蘆洲,1590,-3
台新證券,1590,5
凱基,1590,-2
港商法國興業,1590,5
元富-松德,1590,-1
台灣匯立證券,1590,4
永豐金證券,1590,-1
統一-松江,1590,3
台灣企銀,1590,-1
群益金鼎,1590,3
元富-板橋,1590,-1
兆豐-忠孝,1598,47
台灣摩根士丹利,1598,-11
兆豐-鹿港,1598,25
康和-內湖,1598,-10
凱基-台北,1598,22
口袋證券,1598,-8
元大-鹿港,1598,6
元大-新竹經國,1598,-7
合庫-自強,1598,5
元大-大甲,1598,-7
統一-新台中,1598,5
台灣企銀,1598,-6
元大-歸仁,1598,5
合庫-台中,1598,-6
美商高盛,1598,4
兆豐-大同,1598,-6
摩根大通,1598,4
華南永昌-麻豆,1598,-6
新加坡商瑞銀,1598,2
元大-桃園,1598,-5
凱基-五股,1598,2
美林,1598,-5
凱基-幸福,1598,2
富邦-文化,1598,-5
富邦-和美,1598,2
元大-竹科,1598,-5
元大-松山,1598,2
永豐金-台中,1598,-5
元大-大雅,1598,2
聯邦-三重,1598,-4
新光,1603,55
聯邦-三重,1603,-122
元大-天母,1603,35
凱基-台北,1603,-57
玉山-高雄,1603,18
美林,1603,-29
美好-富順,1603,15
元富-吉利,1603,-14
華南永昌-長虹,1603,11
宏遠證券,1603,-13
元富-新店,1603,10
臺銀-金山,1603,-10
國票-南港,1603,10
台中銀-豐原,1603,-10
國泰-高雄,1603,10
富邦-三重,1603,-10
富邦-仁愛,1603,10
元大-虎尾,1603,-8
台新-新莊,1603,9
統一-新台中,1603,-7
元大-博愛,1603,9
元大-鳳中,1603,-6
元富-虎尾,1603,7
統一-員林,1603,-5
台新-台中,1603,7
群益金鼎-民權,1603,-5
元大-善化,1603,7
元大-大雅,1603,-5
台新證券,1603,5
元大-汐止,1603,-5
元大證券,1604,25
摩根大通,1604,-42
元富-安南,1604,20
福勝,1604,-40
兆豐-員林,1604,11
富邦證券,1604,-30
元大-雙和,1604,10
美林,1604,-29
光和-溪湖,1604,8
新加坡商瑞銀,1604,-13
富邦-台南,1604,7
群益金鼎-嘉義,1604,-12
玉山-台南,1604,6
美商高盛,1604,-11
元大-龍潭,1604,6
凱基-台東,1604,-10
元大-屏東,1604,6
元大-新營,1604,-10
國票-和平,1604,5
臺銀-民權,1604,-7
土銀-和平,1604,5
凱基-八德,1604,-6
花旗環球,1604,5
臺銀-金山,1604,-5
致和-佳里,1604,5
台灣企銀-豐原,1604,-3
國票-新莊,1604,5
大昌-新店,1604,-3
群益金鼎,1604,5
玉山-新竹,1604,-3
新加坡商瑞銀,1605,6400
新光,1605,-1105
美林,1605,5755
台新-新莊,1605,-846
摩根大通,1605,3866
富邦-雙和,1605,-699
美商高盛,1605,3144
國泰-松江,1605,-687
花旗環球,1605,2706
台新證券,1605,-479
凱基-台北,1605,1988
國泰-敦南,1605,-478
台灣摩根士丹利,1605,1942
國泰-館前,1605,-376
元富,1605,1163
國泰-高雄,1605,-365
康和,1605,920
台中銀-員林,1605,-338
港商野村,1605,868
(牛牛牛)亞-鑫豐,1605,-335
兆豐-虎尾,1605,840
兆豐-岡山,1605,-333
香港上海匯豐,1605,800
永豐金-板橋,1605,-328
元大證券,1605,704
元大-土城,1605,-326
兆豐-新竹,1605,633
富邦-東門,1605,-281
華南永昌,1605,399
國泰證券,1605,-250
合庫-彰化,1608,272
富邦-信義,1608,-591
元大-復北,1608,200
兆豐-忠孝,1608,-199
華南永昌-頭份,1608,162
美林,1608,-133
摩根大通,1608,121
華南永昌-大安,1608,-108
聯邦-富強,1608,100
富邦-員林,1608,-98
凱基-中山,1608,97
凱基-台北,1608,-84
台灣摩根士丹利,1608,60
富邦-士林,1608,-80
統一-南京,1608,54
富邦-府城,1608,-77
亞東-台南,1608,50
國泰-新莊,1608,-62
元富-高雄,1608,50
元大-台南,1608,-46
元富-文心,1608,43
國票-博愛,1608,-41
國票-九鼎,1608,43
華南永昌-鶯歌,1608,-39
華南永昌-南京,1608,43
美商高盛,1608,-38
台新-台中,1608,40
永豐金-敦南,1608,-38
華南永昌-鳳山,1608,39
兆豐-台中,1608,-34
台灣企銀-台南,1609,492
永豐金-敦南,1609,-541
中國信託-忠孝,1609,401
台灣摩根士丹利,1609,-501
統一,1609,264
康和-嘉義,1609,-436
富邦-板橋,1609,243
永興,1609,-295
摩根大通,1609,217
美林,1609,-261
國票-安和,1609,196
合庫-台中,1609,-243
國泰-敦南,1609,169
富邦-中壢,1609,-235
國票-敦北法人,1609,148
群益金鼎-大安,1609,-220
元大-新盛,1609,133
元大-忠孝,1609,-204
凱基-台北,1609,130
富邦-台東,1609,-200
元大-善化,1609,127
永豐金-板新,1609,-187
富邦-南員林,1609,125
永豐金-中正,1609,-179
華南永昌-民權,1609,114
永豐金-信義,1609,-164
華南永昌-台中,1609,113
永豐金證券,1609,-138
元大-苑裡,1609,107
元大-蘆洲,1609,-119
國票證券,1611,301
凱基-市政,1611,-144
元大-大里,1611,60
元大-台北,1611,-100
德信-新營,1611,30
華南永昌-大安,1611,-80
台中銀-員林,1611,25
凱基-台北,1611,-75
第一金-大稻埕,1611,24
美商高盛,1611,-70
致和-崇德,1611,20
國票-嘉義,1611,-69
凱基-板橋,1611,20
美林,1611,-43
凱基-城中,1611,20
凱基-大里,1611,-38
元大-花蓮,1611,20
土銀-白河,1611,-36
群益金鼎-鳳山,1611,19
玉山-台南,1611,-33
摩根大通,1611,19
華南永昌,1611,-31
元大-樹林,1611,19
永豐金-潮州,1611,-28
國泰-台中,1611,18
兆豐-來福,1611,-27
國泰-敦南,1611,17
新加坡商瑞銀,1611,-25
新光-台中,1611,17
臺銀-高雄,1611,-21
凱基-台北,1612,171
德信-新營,1612,-73
新加坡商瑞銀,1612,97
台新證券,1612,-54
港商野村,1612,81
凱基-彰化,1612,-51
台灣摩根士丹利,1612,78
元大-忠孝,1612,-48
群益金鼎-中壢,1612,51
國票-南崁,1612,-38
美商高盛,1612,50
國泰-桃園,1612,-35
摩根大通,1612,50
凱基-市府,1612,-30
富邦-南京,1612,41
元大-屏東,1612,-30
元大-福營,1612,38
元大-嘉義,1612,-30
台新-台中,1612,28
統一-桃園,1612,-28
致和-府前,1612,24
兆豐-景美,1612,-28
合庫-台南,1612,23
第一金-台中,1612,-25
富邦-二林,1612,20
元大-新莊,1612,-22
元大-東蘆,1612,15
華南永昌-世貿,1612,-21
美林,1612,12
富邦-北宜蘭,1612,-20
元富-嘉義,1614,9
新光-新竹,1614,-30
福邦證券,1614,9
中國信託-高雄,1614,-7
合庫-鳳山,1614,7
凱基-中港,1614,-3
台灣企銀,1614,5
(牛牛牛)亞-鑫豐,1614,-2
元大-東蘆,1614,5
兆豐-民生,1614,-2
臺銀-臺中,1614,3
元大-忠孝鼎富,1614,-2
國票-南科,1614,2
美林,1614,-1
元大-新竹經國,1614,2
群益金鼎-古亭,1614,1
台新-中壢,1614,1
台新證券,1614,1
凱基-台北,1614,1
元大-蘆洲,1614,1
國票證券,1614,0
元大-雙和,1614,0
元大-屏南,1615,20
玉山-台中,1615,-50
新光,1615,15
富邦-府城,1615,-16
凱基-市政,1615,11
凱基-台北,1615,-12
統一,1615,11
國泰-松江,1615,-10
中國信託-文心,1615,11
華南永昌-鳳山,1615,-9
華南永昌-板橋,1615,10
永豐金-萬盛,1615,-9
元大-大甲,1615,9
華南永昌-虎尾,1615,-7
永豐金-虎尾,1615,8
群益金鼎-東大,1615,-6
元富-虎尾,1615,7
美林,1615,-6
富邦-北高雄,1615,7
康和-南崁,1615,-5
(牛牛牛)亞-鑫豐,1615,6
凱基-桃園,1615,-5
永豐金證券,1615,6
元大-文心興安,1615,-5
台新-松江,1615,5
富邦-嘉義,1615,-4
華南永昌-嘉義,1615,5
康和-板橋,1615,-3
臺銀-金山,1615,4
國泰-敦南,1615,-3
台新-建北,1616,80
元大-台中,1616,-61
宏遠證券,1616,78
元富-彰化,1616,-48
第一金-彰化,1616,40
群益金鼎-東大,1616,-42
新加坡商瑞銀,1616,31
國泰-台南,1616,-36
永豐金-萬盛,1616,28
元大-新店中正,1616,-35
宏遠-台南,1616,25
富邦-景美,1616,-20
元富-大昌,1616,25
富邦-中壢,1616,-17
元大-土城永寧,1616,25
元富-新興,1616,-16
永豐金-桃園,1616,25
國票-九鼎,1616,-16
國票-敦北法人,1616,20
致和-崇德,1616,-15
富邦-台北,1616,17
合庫-台中,1616,-10
元大-東泰,1616,16
高橋-中壢,1616,-10
摩根大通,1616,15
大昌-新店,1616,-10
中國信託,1616,13
凱基-虎尾,1616,-10
光和-高雄,1616,13
元大-花蓮,1616,-10
凱基-市府,1617,40
凱基-內埔,1617,-26
台新-高雄,1617,5
富邦-永康,1617,-23
華南永昌-小港,1617,3
群益金鼎-嘉義,1617,-4
富邦-府城,1617,3
玉山-大里,1617,-3
元大-八德,1617,3
元大-屏東民生,1617,-3
國泰-板橋,1617,3
陽信-石牌,1617,-2
國泰-敦南,1617,2
元富-台南,1617,-2
元大證券,1617,2
凱基-彰化,1617,-2
高橋-龍潭,1617,1
凱基-台北,1617,-1
台新-新莊,1617,1
元大-忠孝,1617,-1
台中銀,1617,1
永豐金-豐原,1617,-1
凱基-屏東,1617,1
永豐金-高雄,1617,-1
富邦-東花蓮,1617,1
永豐金-台中,1617,1
華南永昌-苗栗,1617,0
統一-仁愛,1618,590
新加坡商瑞銀,1618,-321
統一,1618,181
摩根大通,1618,-240
元大-南海,1618,123
凱基-台北,1618,-191
國票證券,1618,116
華南永昌-麻豆,1618,-166
統一-南京,1618,109
(牛牛牛)亞-網路,1618,-141
台新-新莊,1618,97
港商野村,1618,-83
合庫-彰化,1618,95
元大-花蓮,1618,-78
華南永昌,1618,90
宏遠證券,1618,-74
永豐金-南京,1618,89
元富-緯城,1618,-64
永豐金-信義,1618,80
國泰-板橋,1618,-64
群益金鼎-士林,1618,71
群益金鼎-內湖,1618,-60
元大-西門,1618,70
華南永昌-鶯歌,1618,-60
國票-敦北法人,1618,66
台新-台中,1618,-59
永豐金證券,1618,62
美林,1618,-58
華南永昌-忠孝,1618,57
元富-大裕,1618,-56
元富-成功,1626,10
元大-旗山,1626,-6
致和證券,1626,2
富邦-左營,1626,-4
新光,1626,2
凱基-長庚,1626,-3
群益金鼎-屏東,1626,2
凱基-中壢,1626,-3
凱基-興隆,1626,2
凱基-八德,1626,-2
群益金鼎-館前,1626,2
富邦-台南,1626,-2
台新證券,1626,1
元大-忠孝鼎富,1626,-2
台新-中壢,1626,1
元大-頭份,1626,-2
台新-松江,1626,1
