person_id:ID,name,:LABEL
86d270910d1d2dcfd362691a23a5e9d5,王伯中,Person
09c281c90169758624b0897e20645896,林國隆,Person
f735a230aa1a87af0d491323960039af,陳英傑,Person
8f48bfbdc0b92297db794f9383529c1d,韓顯福,Person
505d4de412c098c0b6581ce1afca0240,沈國英,Person
dbfbcf4d08179189fd2813fc3c23abab,徐雪芳,Person
209ec98cf218e48aab6f486af7805194,宋雲峰,Person
67380d7b612ac5a70c4967fbb8fccadc,陳慧玲,Person
236f262c3910f0dc7f09e6390f900a17,莊淑嫣,Person
2b63a90d30b99a3e6c4d6602c16049a3,楊飛龍,Person
e92c28ee8344d2c27caf60112b579ffa,梁忻瑾,Person
f23431df7acbe423a9f26f9bb88673d8,楊慶豐,Person
66acf3e72d403210d6d1376f9b69a0b1,何春櫻,Person
f226c1008da1169d2155fb36ee257386,陳映彤,Person
9761d2f19efaee0c65d27d6dd9aed3a2,陳宜貞,Person
ae1abcc00b4a3bdbcccb46b5510f2641,陳拓雄,Person
4c8b8fb956c8e1f95e7bd00b1b252e9f,陳趙樹公益慈-陳冠華,Person
1852a120a17cbe3e9f3d784b8a6d57d8,Johnny Broth(有)-朱康元,Person
c86828698c7757a54edd204663c28264,周文雄,Person
aba7d9b1fa815e1e26bfb811ccc0bcd1,德茂興資本(股)-余建新,Person
87e70058c893584dde8b4a834cc6d181,邱逸強,Person
078c9f4d2844f639ee604e8a8480e04d,曾琬婷,Person
0da8cb452cda2d75f928b0e67e159943,謝淑蘭,Person
c17d56b42d14843b18ef2b83dcaeb21d,亞洲聚合(股)-吳憲聰,Person
558989a4c82ab43dd45cd777178d2ad2,張瑞凱,Person
3149b69845a1b5961cf082686efd01aa,鄭啟一,Person
d07c9c9ddfe836db030b44d20c670346,謝常清,Person
0f091c4318f2bd9fca7bd6375fbb53c0,趙慧美,Person
a4b49165d78d0c0b1c8183dc398c418c,洪嘉偵,Person
e3954da2f644b79cb15a0814560f2497,吳美奇,Person
05c9903fc6b3aed129ab91115a7a74a3,陳敬仁,Person
8f234814a7fed45c5829f17170e5a4f6,劉紹蔚,Person
6fe42af77f9a54e0fb740f470c04480b,陳鴻基,Person
ea35e212a45d63647f654679bfec7f3f,張書省,Person
1b1da11cb2275e0216e746749d9c10cb,廖祿立,Person
66579f9d10b66e506553b9cfbd45932b,黃郁仁,Person
faabea04d2de395777cf6cad031ce3c2,羅木松,Person
5e49fe740dd2880fc7ddf97b92388739,廖德璋,Person
2ae9daa9eaed1a1f7be821567da369f7,榮智權,Person
2d03c960893609dd55071703d0448f08,顧立荊,Person
c9db1ba54f7faf2dfab04b6ebbc6c595,邱明垣,Person
c08bff92ba764d1762636f885c4d948f,易利隆投資(股)-林哲印,Person
acdf767eb2ba34b54ab1f189f4b4dabb,江彥墅,Person
ec368ff28859d0a408502cf1420da568,劉醇明,Person
e8e627490f36b27ddc51204068db6353,郭美航,Person
d3256efe952ef3ca8cc3e9e4e53388e4,日商全家便利(股)-桐山寬史,Person
dcdafcd849c100255ad331777149ad6d,藍順正,Person
6c62eeee59efd3190f856a9bc83fe1f9,余有崇,Person
2e1b019568bb83595cfd1dc0cea9d91f,林佩君,Person
db5c25cc3fb084c987467c02bcef2714,鄭荔玫,Person
14d683af6f7a696494e8be3c0d795657,呂俊寬,Person
31e557c157ee42bad4ad44b59ec8caed,洪源全,Person
486972c8ac066255cc498e61f671be1a,中強光電(股)-林惠姿,Person
3cd176e2edf1287b6e39723c9282b6c5,蔣永寵,Person
775b25387f4713a0b0814bafe5a17551,陳學媛,Person
970248f9063ae36141ec4cb83c1edb59,楊國同,Person
a0ef9703f325d08f83331211193a313d,陳震強,Person
39df9a171afefc51c31d9deda8140bbe,陳宗志,Person
1a2777ebe750cc45fbd5053e35ee4889,劉祖寧,Person
8bbf00c4fa287bf93f38486f15b0c46f,范桂榮,Person
41cf7a39c2a190f026a71a33b4b61041,洪文樂,Person
4ad665a82c5085763cff5d515e78e395,陳淑怡,Person
f3aaaa6190597736f5ef46638c5120fb,林君威,Person
bbf32af261e1b2501caf5d9dc71094f0,陳俊丞,Person
221d0be08f36231a7a6d3c83bc8e4c0f,蔡慶堂,Person
dc6e81082fb55dfe0b3a9926a2eb9a2f,黃正華,Person
1968d7d2b39382642642c5b612575d8e,葉士仲,Person
ff629e6befde8b98dad478f2852b9379,惠普投資(股),Person
aaf344d66eb05dcaf81dc0cd028a77b5,陽明海運(股)-張紹豐,Person
2c6f27acfd40385464c5cf0e019b1f67,顧中威,Person
777a745d0c8546ad42c548f33415482b,簡盛崧,Person
fffd03885831b8fc50cf3bce8416c38d,金曉煒,Person
e315748341b9b02202276b8171bbc808,羅盛泰(股)-賀鳴珩,Person
e3df92f31c208c52c3748d9f844105f1,蔡宜珍,Person
