:START_ID,jobs,stock_num:int,:END_ID,:TYPE
c9ae2df850d1d93926f6093c5e603cc1,副總經理,2490,1799,employ_of
75de9a750bfd007c2afa657d25fa459c,財會主管,2,1799,employ_of
1b283bc69bda37106a29298ccc1c283b,總經理,143,1813,employ_of
1ad0e8949cfa8f2ec4b6e9b610364af3,獨立董事,0,1813,employ_of
09e65adede298e666484f21f69e26404,獨立董事,0,1813,employ_of
8353feb1fecad3bdf2ba0531b23c5aa5,董事長,2268,1813,employ_of
7bc115c87ce606cd3d12df1b4209f9bc,董事,0,1813,employ_of
c5700f6228ab08e0cca31edc8eac8c1a,董事,4155,1813,employ_of
2f1803d71b2e05ee7b0c2622ef221c70,董事,960,1813,employ_of
b6cd364d4065b1620a7ad5c2f93040c3,副總經理,202,1813,employ_of
dcd8d64e3e3ccc79987c402b1d6a0231,財會主管,0,1813,employ_of
35f5aefa2bd6b7e5f54d193ea69bf231,大股東,6266,1813,employ_of
198f5e05e1aa6506fe08f17650dbbeef,總經理,1463,1815,employ_of
