dealer_id:ID,name,:LABEL
f7bea6a9de86ed6ab4952ea8e78206b8,永豐金-板橋,Dealer
c7c905962ffb11c4b4e7954b23ce1d9f,日盛-中壢,Dealer
fcb44a4c6a01af19d17b4b74d2083dc9,元富-林園,Dealer
45b869fc8a249dde642e12fc32b3431c,元大-復北,Dealer
5bb7415144a6b7563a0a855d73013e7c,元大-新莊,Dealer
bf2fe8c2dc603e75fbe4d551003b2b6f,元大-豐原,Dealer
6664671b7586221a73589eddbc2f1981,凱基-南崁,Dealer
0baf872c89830a2f5a4e8b5959b24569,華南永昌-朴子,Dealer
917a77914c0adc63309517f962274b19,凱基-員林,Dealer
55a5ea2fd459c3e7689f467f4820d363,玉山-新竹,Dealer
49f15babc622421c875552b4e604fa84,高橋-中壢,Dealer
0d56bd9068e15eb67d309d8cd3a295c7,富邦-永和,Dealer
3d9a978525f8d0f3671e602dc29cddcc,富邦-桃園,Dealer
5cd6a83027f618ea8ac081bd8823c3e1,大慶-基隆,Dealer
3c92b49d20572dc91250144850678154,致和-府前,Dealer
6b16560f52bf04cc47f745378a2dea94,群益金鼎-經國,Dealer
dfa62f9d875e47e6a25bf790966fd025,兆豐-南京,Dealer
5efcdbf1dd7675fd97126be31774224c,新加坡商瑞銀,Dealer
b307d4de4bd70a20ac85c8e1025024d0,群益金鼎-台北,Dealer
77f00ec41f41eea2715176d263a20a9b,元大-新竹,Dealer
3e863663621d594d0e23601fd9b0ff0e,國泰-松江,Dealer
4d0cb5dcea3cb7fa1dc82ecc14ba854c,兆豐-南門,Dealer
fca8d032c46d65ed2ba6d4133c895788,日盛-員林,Dealer
1cb275b4c7724086f58832201b54ec82,群益金鼎-古亭,Dealer
f6034ff12dcd6f4eb2feea2b70b08d22,凱基-文心,Dealer
8a7e31f9a865c0380fbae6ed2ac9e473,日茂-埔里,Dealer
c02d4324347fdb9e05677b5a03cf6163,宏遠-館前,Dealer
f078233bf2d880d0aeef1989fb930e06,台新-屏東,Dealer
e196a7ad9e9357fd93d8e183e50e3c96,元大-蘆洲,Dealer
22db0ea27c364c8d1133d890f3ac3435,彰銀-七賢,Dealer
8b7240c4636781f5c387b2b78d437fc3,元大-南崁,Dealer
56b3697447a6cbc05c3afabedef1494b,永豐金-信義,Dealer
444048fd8956b442a6b8bd8da6cafbf0,華南永昌-岡山,Dealer
f88853f507a136e4e5f154fd6d233c78,元富-基隆,Dealer
39e82f7f29c480b1744b9b3bad4c6e34,國票-和平,Dealer
b07ff905cd8f611cdcc5d1ce8d31f355,中農,Dealer
4753326ff78b3b73a77e454f26389426,聯邦-大業,Dealer
80abfaa604906524047ec870f83ca7de,日盛-新竹,Dealer
c5ef194786e282ccb1d42c89b8f0ae7d,元大-小港,Dealer
97d6bc29b4be3a2a2e76514f05dda4ff,第一金-頭份,Dealer
